0;1;0
0;1;0
-1.0;2;1
0;3;0
0;1;0
0;1;0
-50.0;2;50
-50.0;2;50
-50.0;3;50
-50.0;3;50
-50.0;4;50
-50.0;4;50
-50.0;5;50
-50.0;5;50
-50.0;6;50
-50.0;6;50
-50.0;7;50
-50.0;7;50
-50.0;8;50
-50.0;8;50
-50.0;9;50
-50.0;9;50
-50.0;10;50
-50.0;10;50
0;1;0
0;1;0
-50.0;2;50
-50.0;2;50
-50.0;3;50
-50.0;3;50
-50.0;4;50
-50.0;4;50
-50.0;5;50
-50.0;5;50
-50.0;6;50
-50.0;6;50
-50.0;7;50
-50.0;7;50
-50.0;8;50
-50.0;8;50
-50.0;9;50
-50.0;9;50
-50.0;10;50
-50.0;10;50
-50.0;11;50
-50.0;11;50
-50.0;12;50
-50.0;12;50
-50.0;13;50
-50.0;13;50
-50.0;14;50
-50.0;14;50
-50.0;15;50
-50.0;15;50
-50.0;16;50
-50.0;16;50
-50.0;17;50
-50.0;17;50
-50.0;18;50
-50.0;18;50
-50.0;19;50
-50.0;19;50
-50.0;20;50
-50.0;20;50
-50.0;11;50
-50.0;11;50
-50.0;12;50
-50.0;12;50
-50.0;13;50
-50.0;13;50
-50.0;14;50
-50.0;14;50
-50.0;15;50
-50.0;15;50
-50.0;16;50
-50.0;16;50
-50.0;17;50
-50.0;17;50
-50.0;18;50
-50.0;18;50
-50.0;19;50
-50.0;19;50
-50.0;20;50
-50.0;20;50
-50.0;21;50
-50.0;21;50
-50.0;22;50
-50.0;22;50
-50.0;23;50
-50.0;23;50
-50.0;24;50
-50.0;24;50
-50.0;25;50
-50.0;25;50
-50.0;26;50
-50.0;26;50
-50.0;27;50
-50.0;27;50
-50.0;28;50
-50.0;28;50
-50.0;29;50
-50.0;29;50
-50.0;30;50
-50.0;30;50
-50.0;21;50
-50.0;21;50
-50.0;22;50
-50.0;22;50
-50.0;23;50
-50.0;23;50
-50.0;24;50
-50.0;24;50
-50.0;25;50
-50.0;25;50
-50.0;26;50
-50.0;26;50
-50.0;27;50
-50.0;27;50
-50.0;28;50
-50.0;28;50
-50.0;29;50
-50.0;29;50
-50.0;30;50
-50.0;30;50
-50.0;31;50
-50.0;31;50
-50.0;32;50
-50.0;32;50
-50.0;33;50
-50.0;33;50
-50.0;34;50
-50.0;34;50
-50.0;35;50
-50.0;35;50
-50.0;36;50
-50.0;36;50
-50.0;37;50
-50.0;37;50
-50.0;38;50
-50.0;38;50
-50.0;39;50
-50.0;39;50
-50.0;40;50
-50.0;40;50
-50.0;31;50
-50.0;31;50
-50.0;32;50
-50.0;32;50
-50.0;33;50
-50.0;33;50
-50.0;34;50
-50.0;34;50
-50.0;35;50
-50.0;35;50
-50.0;36;50
-50.0;36;50
-50.0;37;50
-50.0;37;50
-50.0;38;50
-50.0;38;50
-50.0;39;50
-50.0;39;50
-50.0;40;50
-50.0;40;50
-50.0;41;50
-50.0;41;50
-50.0;42;50
-50.0;42;50
-50.0;43;50
-50.0;43;50
-50.0;44;50
-50.0;44;50
-50.0;45;50
-50.0;45;50
-50.0;46;50
-50.0;46;50
-50.0;47;50
-50.0;47;50
-50.0;48;50
-50.0;48;50
0;1;0
-1.0;2;1
0;3;0
0;1;0
0;1;0
-1.0;2;1
0;3;0
0;1;0
0;1;0
-1.0;2;1
0;3;0
0;1;0
-1.0;2;1
0;3;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
-1.0;2;1
0;3;0
0;1;0
-1.0;2;1
0;3;0
0;1;0
0;1;0
-1.0;2;1
0;3;0
0;1;0
0;1;0
0;1;0
-1.0;2;1
0;3;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
0;1;0
-1.0;2;1
0;3;0
0;1;0
-1.0;2;1
0;3;0
0;1;0
0;1;0
-1.0;2;1
0;3;0
0;1;0
0;1;0
0;1;0
-1.0;2;1
0;3;0
0;1;0
0;1;0
-50.0;2;50
-50.0;2;50
-50.0;3;50
-50.0;3;50
-50.0;4;50
-50.0;4;50
0;1;0
-1.0;2;1
0;3;0
0;1;0
0;1;0
-50.0;2;50
-50.0;2;50
-50.0;3;50
-50.0;3;50
-50.0;4;50
-50.0;4;50
-50.0;5;50
-50.0;5;50
-50.0;6;50
-50.0;6;50
-50.0;7;50
-50.0;7;50
-50.0;8;50
-50.0;8;50
-50.0;9;50
-50.0;9;50
-50.0;10;50
-50.0;10;50
0;1;0
0;1;0
-50.0;2;50
-50.0;2;50
-50.0;3;50
-50.0;3;50
-50.0;4;50
-50.0;4;50
-50.0;5;50
-50.0;5;50
-50.0;6;50
-50.0;6;50
-50.0;7;50
-50.0;7;50
-50.0;8;50
-50.0;8;50
-50.0;9;50
-50.0;9;50
-50.0;10;50
-50.0;10;50
-50.0;11;50
-50.0;11;50
-50.0;12;50
-50.0;12;50
-50.0;13;50
-50.0;13;50
-49.0;14;50
-50.0;14;50
-50.0;15;50
-50.0;15;50
-50.0;16;50
-50.0;16;50
-50.0;17;50
-50.0;17;50
-50.0;18;50
-50.0;18;50
-50.0;19;50
-49.0;19;50
-49.0;20;50
-49.0;20;50
-50.0;11;50
-50.0;11;50
0.0;12;50
0.0;12;50
0.0;13;50
0.0;13;50
0.0;14;50
0.0;14;50
0.0;15;50
0.0;15;50
0.0;16;50
0.0;16;50
0.0;17;50
0.0;17;50
0.0;18;50
0.0;18;50
0.0;19;50
0.0;19;50
0.0;20;50
0.0;20;50
-50.0;21;50
-50.0;21;50
-50.0;22;50
-49.0;22;50
-49.0;23;50
-49.0;23;50
-50.0;24;50
-48.0;24;50
-48.0;25;50
-49.0;25;50
-50.0;26;50
-50.0;26;50
-48.0;27;50
-48.0;27;50
-50.0;28;50
-50.0;28;50
-50.0;29;50
-49.0;29;50
-49.0;30;50
-49.0;30;50
0.0;21;50
0.0;21;50
0.0;22;50
0.0;22;50
0.0;23;50
0.0;23;50
0.0;24;50
0.0;24;50
0.0;25;50
0.0;25;50
0.0;26;50
0.0;26;50
0.0;27;50
0.0;27;50
0.0;28;50
0.0;28;50
0.0;29;50
0.0;29;50
0.0;30;50
0.0;30;50
-50.0;31;50
-49.0;31;50
-50.0;32;50
-47.0;32;50
-49.0;33;50
-50.0;33;50
-50.0;34;50
-50.0;34;50
-49.0;35;50
-48.0;35;50
-49.0;36;50
-49.0;36;50
-50.0;37;50
-48.0;37;50
-50.0;38;50
-49.0;38;50
-49.0;39;50
-50.0;39;50
-50.0;40;50
-49.0;40;50
0.0;31;50
0.0;31;50
0.0;32;50
0.0;32;50
0.0;33;50
0.0;33;50
0.0;34;50
0.0;34;50
0.0;35;50
0.0;35;50
0.0;36;50
0.0;36;50
0.0;37;50
0.0;37;50
0.0;38;50
0.0;38;50
0.0;39;50
0.0;39;50
0.0;40;50
0.0;40;50
-49.0;41;50
-48.0;41;50
-50.0;42;50
-50.0;42;50
-50.0;43;50
-50.0;43;50
-48.0;44;50
-49.0;44;50
-49.0;45;50
-50.0;45;50
-50.0;46;50
-49.0;46;50
-49.0;47;50
-48.0;47;50
-50.0;48;50
-49.0;48;50
-49.0;49;50
-50.0;49;50
-48.0;50;50
-50.0;50;50
0.0;41;50
0.0;41;50
0.0;42;50
0.0;42;50
0.0;43;50
0.0;43;50
0.0;44;50
0.0;44;50
0.0;45;50
0.0;45;50
0.0;46;50
0.0;46;50
0.0;47;50
0.0;47;50
0.0;48;50
0.0;48;50
0.0;49;50
0.0;49;50
0.0;50;50
0.0;50;50
-49.0;51;50
-50.0;51;50
-49.0;52;50
-50.0;52;50
-50.0;53;50
-49.0;53;50
-50.0;54;50
-49.0;54;50
-50.0;55;50
-49.0;55;50
-49.0;56;50
-49.0;56;50
-49.0;57;50
-49.0;57;50
-50.0;58;50
-50.0;58;50
-50.0;59;50
-50.0;59;50
-50.0;60;50
-47.0;60;50
0.0;51;50
0.0;51;50
0.0;52;50
0.0;52;50
0.0;53;50
0.0;53;50
0.0;54;50
0.0;54;50
0.0;55;50
0.0;55;50
0.0;56;50
0.0;56;50
0.0;57;50
0.0;57;50
0.0;58;50
0.0;58;50
0.0;59;50
0.0;59;50
0.0;60;50
0.0;60;50
-50.0;61;50
-50.0;61;50
-49.0;62;50
-49.0;62;50
-50.0;63;50
-49.0;63;50
-49.0;64;50
-48.0;64;50
-49.0;65;50
-49.0;65;50
-50.0;66;50
-49.0;66;50
-49.0;67;50
-49.0;67;50
-50.0;68;50
-49.0;68;50
-49.0;69;50
-50.0;69;50
-48.0;70;50
-50.0;70;50
0.0;61;50
0.0;61;50
0.0;62;50
0.0;62;50
0.0;63;50
0.0;63;50
0.0;64;50
0.0;64;50
0.0;65;50
0.0;65;50
0.0;66;50
0.0;66;50
0.0;67;50
0.0;67;50
0.0;68;50
0.0;68;50
0.0;69;50
0.0;69;50
0.0;70;50
0.0;70;50
-50.0;71;50
-50.0;71;50
-48.0;72;50
-48.0;72;50
-48.0;73;50
-48.0;73;50
-50.0;74;50
-50.0;74;50
-49.0;75;50
-48.0;75;50
-50.0;76;50
-48.0;76;50
-50.0;77;50
-47.0;77;50
-50.0;78;50
-50.0;78;50
-48.0;79;50
-48.0;79;50
-50.0;80;50
-50.0;80;50
0.0;71;50
0.0;71;50
0.0;72;50
0.0;72;50
0.0;73;50
0.0;73;50
0.0;74;50
0.0;74;50
0.0;75;50
0.0;75;50
0.0;76;50
0.0;76;50
0.0;77;50
0.0;77;50
0.0;78;50
0.0;78;50
0.0;79;50
0.0;79;50
0.0;80;50
0.0;80;50
-49.0;81;50
-50.0;81;50
-50.0;82;50
-50.0;82;50
-48.0;83;50
-49.0;83;50
-50.0;84;50
-49.0;84;50
-50.0;85;50
-50.0;85;50
-50.0;86;50
-48.0;86;50
-50.0;87;50
-48.0;87;50
-49.0;88;50
-48.0;88;50
-49.0;89;50
-48.0;89;50
-50.0;90;50
-49.0;90;50
0.0;81;50
0.0;81;50
0.0;82;50
0.0;82;50
0.0;83;50
0.0;83;50
0.0;84;50
0.0;84;50
0.0;85;50
0.0;85;50
0.0;86;50
0.0;86;50
0.0;87;50
0.0;87;50
0.0;88;50
0.0;88;50
0.0;89;50
0.0;89;50
0.0;90;50
0.0;90;50
-50.0;91;50
-50.0;91;50
-49.0;92;50
-50.0;92;50
-49.0;93;50
-48.0;93;50
-50.0;94;50
-49.0;94;50
-50.0;95;50
-50.0;95;50
-50.0;96;50
-50.0;96;50
-50.0;97;50
-49.0;97;50
-49.0;98;50
-50.0;98;50
-48.0;99;50
-50.0;99;50
-50.0;100;50
-50.0;100;50
0.0;91;50
0.0;91;50
0.0;92;50
0.0;92;50
0.0;93;50
0.0;93;50
0.0;94;50
0.0;94;50
0.0;95;50
0.0;95;50
0.0;96;50
0.0;96;50
0.0;97;50
0.0;97;50
0.0;98;50
0.0;98;50
0.0;99;50
0.0;99;50
0.0;100;50
0.0;100;50
-49.0;101;50
-47.0;101;50
-48.0;102;50
-49.0;102;50
-47.0;103;50
-48.0;103;50
-48.0;104;50
-49.0;104;50
-49.0;105;50
-49.0;105;50
-48.0;106;50
-50.0;106;50
-50.0;107;50
-50.0;107;50
-50.0;108;50
-49.0;108;50
-48.0;109;50
-48.0;109;50
-49.0;110;50
-49.0;110;50
0.0;101;50
0.0;101;50
0.0;102;50
0.0;102;50
0.0;103;50
0.0;103;50
0.0;104;50
0.0;104;50
0.0;105;50
0.0;105;50
0.0;106;50
0.0;106;50
0.0;107;50
0.0;107;50
0.0;108;50
0.0;108;50
0.0;109;50
0.0;109;50
0.0;110;50
0.0;110;50
-50.0;111;50
-50.0;111;50
-48.0;112;50
-49.0;112;50
-50.0;113;50
-50.0;113;50
-48.0;114;50
-48.0;114;50
-50.0;115;50
-49.0;115;50
-49.0;116;50
-50.0;116;50
-48.0;117;50
-49.0;117;50
-50.0;118;50
-48.0;118;50
-50.0;119;50
-50.0;119;50
-49.0;120;50
-48.0;120;50
0.0;111;50
0.0;111;50
0.0;112;50
0.0;112;50
0.0;113;50
0.0;113;50
0.0;114;50
0.0;114;50
0.0;115;50
0.0;115;50
0.0;116;50
0.0;116;50
0.0;117;50
0.0;117;50
0.0;118;50
0.0;118;50
0.0;119;50
0.0;119;50
0.0;120;50
0.0;120;50
-49.0;121;50
-50.0;121;50
-48.0;122;50
-50.0;122;50
-49.0;123;50
-49.0;123;50
-50.0;124;50
-49.0;124;50
-50.0;125;50
-49.0;125;50
-49.0;126;50
-50.0;126;50
-49.0;127;50
-48.0;127;50
-50.0;128;50
-50.0;128;50
-50.0;129;50
-50.0;129;50
-48.0;130;50
-48.0;130;50
0.0;121;50
0.0;121;50
0.0;122;50
0.0;122;50
0.0;123;50
0.0;123;50
0.0;124;50
0.0;124;50
0.0;125;50
0.0;125;50
0.0;126;50
0.0;126;50
0.0;127;50
0.0;127;50
0.0;128;50
0.0;128;50
0.0;129;50
0.0;129;50
0.0;130;50
0.0;130;50
-50.0;131;50
-48.0;131;50
-50.0;132;50
-50.0;132;50
-50.0;133;50
-50.0;133;50
0;1;0
-1.0;2;1
0;3;0
0;1;0
0;1;0
-50.0;2;50
-50.0;2;50
